Serial No,Item Name,Volume/Weight,Price (BDT),Discounted Price (BDT),Source URL
15070,Methi And Sina মেথি এন্ড সিনা (Modern),,129.90,116.91,https://www.arogga.com/category/homeopathy/11007/diabetes-blood-sugar-control
15071,Bahumutrantaka Rosh বহুমূত্রান্তক রস (Modern),,160,144,https://www.arogga.com/category/homeopathy/11007/diabetes-blood-sugar-control
15072,Diabino (Bahu Mutratak Ras) 250mg Capsule 30's,,600,540,https://www.arogga.com/category/homeopathy/11007/diabetes-blood-sugar-control
15073,DP Dianil Syzygium 30ml,,60,54,https://www.arogga.com/category/homeopathy/11007/diabetes-blood-sugar-control
15074,Divo Oral Drop 30ml,,120,108,https://www.arogga.com/category/homeopathy/11007/diabetes-blood-sugar-control
15075,Fytolos 20gm,,220,198,https://www.arogga.com/category/homeopathy/11007/diabetes-blood-sugar-control
15076,SBL Syzygium Jambolanum Q 500ml,,2300,2070,https://www.arogga.com/category/homeopathy/11007/diabetes-blood-sugar-control
15077,Syzygium Jambolanum Q – 500 ml Homeopathic Medicine (Boericke & Tafel),,1800,1584,https://www.arogga.com/category/homeopathy/11007/diabetes-blood-sugar-control
15078,Syzygium Jambolanum Q Class B Mother Tincture 450ml,,900,810,https://www.arogga.com/category/homeopathy/11007/diabetes-blood-sugar-control
15079,Chalmogra Graphitis 3x চালমুগড়া গ্রাফাইটিস 3x (Modern),,180,162,https://www.arogga.com/category/homeopathy/11018/gynecological
15080,Leucorrhoea 450ml,,300,270,https://www.arogga.com/category/homeopathy/11018/gynecological
15081,Leucorrhoea,,35,31.50,https://www.arogga.com/category/homeopathy/11018/gynecological
15082,Cactas 500,,80.10,72.09,https://www.arogga.com/category/homeopathy/11018/gynecological
15083,Aletris Cordial Gynae Syrup 500ml,,800,720,https://www.arogga.com/category/homeopathy/11018/gynecological
15084,Menorex Tablets – For Painful Menstrual Discharge (J. Buksh & Co. Ltd.),,90,81,https://www.arogga.com/category/homeopathy/11018/gynecological
15085,DP Jonosia Ashoka 100ml,,70,63,https://www.arogga.com/category/homeopathy/11018/gynecological
15086,Pulsatilla 100ml,,70,63,https://www.arogga.com/category/homeopathy/11018/gynecological
15087,Menostroge (Modern),,160,144,https://www.arogga.com/category/homeopathy/11018/gynecological
15088,Pulsatilla (Modern),,160,144,https://www.arogga.com/category/homeopathy/11018/gynecological
15089,Leucomax Borox 2X 100ml,,90,81,https://www.arogga.com/category/homeopathy/11018/gynecological
15090,DP Borax 100ml,,60,54,https://www.arogga.com/category/homeopathy/11018/gynecological
15091,SBL Pelvorin 25gm,,550,495,https://www.arogga.com/category/homeopathy/11018/gynecological
15092,Leucho Plus 450ml (National Homoeo),,260,234,https://www.arogga.com/category/homeopathy/11018/gynecological
15093,Placent Pro 100ml (National Homoeo),,70,63,https://www.arogga.com/category/homeopathy/11018/gynecological
15094,KOFCOOL Syrup – Effective Expectorant and Antitussive,,140,126,https://www.arogga.com/category/homeopathy/11024/fever-flu
15095,Special Fever (Modern),,70,63,https://www.arogga.com/category/homeopathy/11024/fever-flu
15096,Holarina Anti Dysentrica 100ml,,80,72,https://www.arogga.com/category/homeopathy/11024/fever-flu
15097,Feverzen,,25,22.50,https://www.arogga.com/category/homeopathy/11024/fever-flu
15098,Dr.Reckeweg Fever (BC11),,450,405,https://www.arogga.com/category/homeopathy/11024/fever-flu
15099,Dr.Reckeweg Maldol (R81),,450,405,https://www.arogga.com/category/homeopathy/11024/fever-flu
15100,LDD BIOSCIENCE PULMONIC DROPS LD 57 (30ml),,480,432,https://www.arogga.com/category/homeopathy/11024/fever-flu
15101,Hyland's Kids Cold & Cough Combo Pack (2-12 Years),,2990,2800,https://www.arogga.com/category/homeopathy/11024/fever-flu
15102,Broncho-Fala Effective Expectorant & Anti-Cough Syrup,,135,121.50,https://www.arogga.com/category/homeopathy/11024/fever-flu
15103,DP Belladona 60ml,,80,72,https://www.arogga.com/category/homeopathy/11024/fever-flu
15104,"Flusol Drops DP 9 – (30ml)Homeopathic Remedy for Cold, Flu, Cough, Fever",,200,180,https://www.arogga.com/category/homeopathy/11024/fever-flu
15105,"Sabadilla Sinusitis,Hay Fever (W40) 20ml",,650,585,https://www.arogga.com/category/homeopathy/11024/fever-flu
15106,Filcap (Habb-e-Shefa) 50's Capsules,,350,297.50,https://www.arogga.com/category/homeopathy/11024/fever-flu
15107,Nifeel Tablet (Habb-E-Sual),,500,450,https://www.arogga.com/category/homeopathy/11024/fever-flu
15108,Sharbat Tulsi 100ml,,65,58.50,https://www.arogga.com/category/homeopathy/11024/fever-flu
15109,Justica AD Class B 450ml (New Life),,1000,900,https://www.arogga.com/category/homeopathy/11024/fever-flu
15110,Sharbat Basok 100ml,,65,58.50,https://www.arogga.com/category/homeopathy/11024/fever-flu
15111,Aedobuksh 500 – Remedy for Fever and Pain Relief (J. Buksh & Co. Ltd.),,180,162,https://www.arogga.com/category/homeopathy/11024/fever-flu
15112,Natrum Muraiticum 12x Biochemic Tablet 450gm (Pragati Homoeo),,950,902.50,https://www.arogga.com/category/homeopathy/11024/fever-flu
15113,Feverex 100ml(Arq Bukhar),,90,81,https://www.arogga.com/category/homeopathy/11024/fever-flu
15114,Calcarea Fluor D12 30ml,,120,115,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15115,Sienoless,,35,31.50,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15116,Strobukha 250 Tablets – Remedy for Tonsillitis (J. Buksh & Co. Ltd.),,220,198,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15117,LDD Bioscience Tumotin Drops 30ml,,780,702,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15118,Dr.Reckeweg Euglandin-M (R19),,450,405,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15119,Calcaria Fluor 12 30ml (J. Buksh & Co. Ltd.),,100,90,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15120,"Thuja For Tumors,Cysts,Polypus & Fibroid (W50) 20ml",,650,585,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15121,Natrum Sulf Gall Stone (W48) 20ml,,650,585,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15122,Tonsiless,,33,29.70,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15123,Dr.Reckeweg Euglandin-F (R20),,450,405,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15124,Proscenta Drop (ADEL 21) 20ml,,750,675,https://www.arogga.com/category/homeopathy/11028/tumor-and-glandular-affections
15125,SBL RITE-HITE,,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15126,Magnesium Phosphorica 6X (National Homoeo),,99.90,89.91,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15127,"Pain Relief 10gm Ointment – Homeopathic Cream for Muscle, Joint & Body Pain Relief",,61,54,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15128,Dr. Reckeweg Calcarea Fluorica 12X Tablet 20g,,550,495,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15129,DP Rumalaid Oral Drops 30ml,,120,108,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15130,Rhus Tox D3 30ml,,130,117,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15131,Dr.Reckeweg Lumbagin (R11),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15132,Reumobuksh 500mg,,48,43.20,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15133,Dr.Reckeweg Ischialgin (R71),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15134,Neumatox 30ml,,110,99,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15135,Reumobuksh (30),,230,207,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15136,Dr.Reckeweg Rheumatism (BC19),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15137,Dr.Reckeweg Prosopalgin (R70),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15138,Rheuma Cure 30ml,,100,90,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15139,Vitacaldi Capsules 30s – Unani Medicine for Bone & General Health (Habb-e-HeItteet),,300,255,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15140,Rheufen Ointment 20gm,,100,90,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15141,Dr.Reckeweg Rutavine (R55),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15142,Calcarea Phosphorica 12x Biochemic Tablet 450gm (Pragati Homoeo),,950,902.50,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15143,Calcarea Flourica 12x Biochemic Tablet 450gm (Pragati Homoeo),,950,902.50,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15144,Dr.Reckeweg Dextronex (R38),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15145,Bhargava Osteo Strong 25gm,,550,495,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15146,Dr.Reckeweg Intercostalin (R69),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15147,Rheuma Tox Mag. Phos-3X,,140,126,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15148,Dr.Reckeweg Spondarthrin (R73),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15149,SBL B-Trim Drops 30ml,,550,495,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15150,Remaseen (Modern),,160,144,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15151,SBL Homeocal,,550,495,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15152,Paina Mex 500ml,,850,765,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15153,SBL Orthomuv 180ml,,500,450,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15154,Prodic Natural Calcium 30 Tablet ( Pragati Laboratories),,199.80,179.70,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15155,Recal-D Natureal Calcium,,319.80,287.70,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15156,Dr.Reckeweg Dextronex (R38),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15157,LDD BIOSCIENCE JOINT DROPS LD 9(30ml),,480,432,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15158,Bhargava Osteo Strong 25gm,,550,495,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15159,Dr.Reckeweg Intercostalin (R69),,450,405,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15160,Arthosan 240ml,,800,720,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15161,LDD Bioscience Uriplex Drops 30 ml,,680,612,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15162,Arnica Mont Pain Reliever Ointment 10g (J. Buksh & Co. Ltd.),,70,63,https://www.arogga.com/category/homeopathy/10998/bone-joint-health
15163,Cholesterinum 8X 30ml,,100,90,https://www.arogga.com/category/homeopathy/11029/genitourinary
15164,Dr.Reckeweg Prostatan (R25),,450,405,https://www.arogga.com/category/homeopathy/11029/genitourinary
15165,Berberis Vulgaris 2X 30ml,,120,115,https://www.arogga.com/category/homeopathy/11029/genitourinary
15166,SBL Utrofyne 115ml,,450,405,https://www.arogga.com/category/homeopathy/11029/genitourinary
15167,Piles Cure Ointment 20g,,120,108,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15168,Piles Cure 30ml,,120,114,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15169,Hemoride Piles Drops (DP1) 30ml,,150,135,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15170,Piles Complex 1 30ml,,130,117,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15171,D-Piles (Modern),,160,144,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15172,Fatoless,,44,36,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15173,Infertility Drops DP 6 –(30ml) Homeopathic Support to Enhance Female Fertility,,200,180,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15174,Cyst Drops DP 11 (30ml) – Homeopathic Drops for Cyst-Free Women’s Health,,200,180,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15175,Chelidonium Majus Ø Mother Tincture 100ml (J. Buksh & Co. Ltd.),,70,63,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15176,"Menosol Drops DP 15 – Homeopathic Tonic for a Happy, Healthy Menopause",,200,180,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15177,Dr.Reckeweg Sinistronex (R39),,450,405,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15178,Silicea 12x Biochemic Tablet (450gm) (Pragati Homoeo),,950,902.50,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15179,Carduhepa Syrup 100ml,,125,112.50,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15180,Natrum Sulphuricum 12X Biochemic Tablet (450gm) (Pragati Homoeo),,950,902.50,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15181,Unimi Oral Drop 30ml,,120,108,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15182,Dr.Reckeweg Prohaemorrhin (R13),,450,405,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15183,Codbel And Papaya কদবেল এন্ড পাপাইয়া (Modern),,90,81,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15184,Dr.Reckeweg Piles (BC17),,450,405,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15185,Pilgo For Piles & Fissures,,500,450,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15186,Panobuksh 500– Effective for Piles & Hemorrhage (J. Buksh & Co. Ltd.),,350,315,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15187,Thuja Occ. Sinorin Nasal Drop 10ml (J. Buksh & Co. Ltd.),,80,72,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15188,Sabal Serr Chronic Prostatitis (W36) 20ml,,650,585,https://www.arogga.com/category/homeopathy/11075/chronic-gastrointestinal-disorders
15189,Lycopodium 1M 30ml (Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15190,Thuja Occ. 1M 30ml (Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15191,Rhus Tox 1M 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15192,Arnica Mont. 1M 30ml(Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15193,Arjuna Heart Tonic Syrup (Homoeopathic Mother Tincture) – 100ml,,70,63,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15194,Echinacea Ang-Ø (Q) 450ml – Natural Blood Purifier(J. Buksh & Co. Ltd.),,230,207,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15195,Bryonia Alb. 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15196,Natrum Mur 30 (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15197,Passiflora Inc Q 450ml,,800,720,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15198,Acid Acetic. 200 30ml(Zoha Homoeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15199,Fucus Ves 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15200,Damiana D 450ml (New Life),,1040,936,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15201,Aloe Soc. 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15202,Ratanhia 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15203,Natrum Mur 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15204,Arjuna Q Mother Tincture 450ml - (Pragati Homoeo Laboratories),,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15205,Carduus Mar Q (C) Mother Tincture 450ml (Deeplaid),,1150,1035,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15206,Alumina 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15207,Lemna Minor 1M 30ml (Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15208,Salix Nig Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15209,Sangunaria Nit. 1M 30ml(Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15210,Asvagandha Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15211,Piper Methy 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15212,Sarsaparilla 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15213,Ruta Gra. 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15214,Passiflora Inc Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15215,Calendula Off Q 450ml,,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15216,Uva Ursi Class C Mother Tincture 450ml - New Life (Homoeo),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15217,Acid Phos Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15218,B.Berberis Vul 450ml (New Life),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15219,Damiana Q 450ml (Unison),,800,720,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15220,Arnica Mont. 1M 30ml(Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15221,Sepia 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15222,Arjuna Heart Tonic Syrup (Homoeopathic Mother Tincture) – 100ml,,70,63,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15223,Echinacea Ang-Ø (Q) 450ml – Natural Blood Purifier(J. Buksh & Co. Ltd.),,230,207,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15224,Pulsatilla Nig. 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15225,Agnus Cast 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15226,Agnus Cast Q Class-C Mother Tincture 450ml (Deeplaid),,1150,1012,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15227,Belladonna 1M 30ml(Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15228,Arnica Mont. 200 30ml(Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15229,Damiana Q (C) Mother Tincture 450ml (Deeplaid),,1150,1035,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15230,Kali Brom. 200 30ml(Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15231,Caladium Seg Q (C) Mother Tincture 450ml (Deeplaid),,1150,1035,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15232,Nux Vom. 1M 30ml(Zoha Homoeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15233,Bryonia Alb. 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15234,Natrum Mur 30 (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15235,Passiflora Inc Q 450ml,,800,720,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15236,Arnica Mont 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15237,Aswagandha Q 450ml,,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15238,Acid Acetic. 200 30ml(Zoha Homoeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15239,Anacardium Ori. 200 30ml(Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15240,Sulphur 200 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15241,Acid Nit (30) 30ml,,170,153,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15242,Rhus Tox. 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15243,Berberis Vul. 1M 30ml(Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15244,Allium Cepa. 1M 30ml (Zoha Homoeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15245,Gelsemium 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15246,Merc Sol 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15247,Sarsaparilla 30 – 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15248,Cantharis 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15249,Ratanhia 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15250,Phosphorus 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15251,Belladonna 200 30ml,,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15252,Anacardium Ori 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15253,Passiflora In 1M 30ml(Zoha Homoeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15254,Fucus Ves 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15255,Sulphur 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15256,Rhus Tox. 200 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15257,Arsenic. Alb. 1M 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15258,Sulphur 1M 30ml(Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15259,Damiana D 450ml (New Life),,1040,936,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15260,Petroleum 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15261,Tellurium 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15262,Aloe Soc. 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15263,Kali Brom 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15264,Acid Nit .1M 30ml (Zoha Homoeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15265,Sepia 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15266,Ratanhia 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15267,Passiflora In 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15268,Phosphorus 1M 30ml(Zoha Homoeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15269,Acid Phos Q 450ml,,1300,1170,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15270,Tellurium 1M 30ml(Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15271,Ruta G. 200 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15272,Piper Methy 200 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15273,Natrum Mur 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15274,Arjuna Q Mother Tincture 450ml - (Pragati Homoeo Laboratories),,900,810,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15275,Sabal Serru. 30– 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15276,Carduus Mar Q (C) Mother Tincture 450ml (Deeplaid),,1150,1035,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15277,Plantago M. 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15278,Alumina 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15279,Aesculus Hip. 1M 30ml (Zoha Homoeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15280,Apis Mel 30 30ml (Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15281,Jaborandi Q (C) Mother Tincture 450ml (Deeplaid),,1150,1035,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15282,Hecla Lava 200 30ml(Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15283,Lemna Minor 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15284,Kreosote. 200 -30ml (Zoha Homeo),,140,126,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15285,Antim Tart 1M 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15286,Bryonia ALB 30 30ml,,170,153,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15287,Lemna Minor 1M 30ml (Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15288,Calendula Of. 30 30ml(Zoha Homeo),,130,123.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15289,Berberis Aque 30 – 30ml (Zoha Homeo),,140,133,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15290,Salix Nig Q (B) Mother Tincture 450ml (Deeplaid),,1000,900,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15291,Merc Sol. 1M 30ml(Zoha Homeo),,150,135,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15292,Sepia 1M 30ml (Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
15293,Sangunaria Nit. 1M 30ml(Zoha Homeo),,150,142.50,https://www.arogga.com/category/homeopathy/11008/homeopathic-dilution
