report_date,table_index,source_url,vessels_arrived,vessels_departed,vessels_at_berth,vessels_at_outer_anchorage,import_full_teus,import_empty_teus,export_full_teus,export_empty_teus,total_import_teus,total_export_teus,total_teus,yard_stock_teus,yard_capacity_teus,yard_occupancy_pct,berth_occupancy_pct,avg_dwell_days,avg_turnaround_hours,gross_moves_per_hour
2023-06-05,1,SYNTHETIC,12,15,14,35,4324.2,262.3,2874.9,1602.6,4586.5,4477.5,9064.0,38331.0,53000,72.3,86.6,5.17,79.4,25.0
2023-06-06,1,SYNTHETIC,8,6,15,38,4009.7,243.2,2285.1,1604.0,4252.9,3889.0,8141.9,34908.0,53000,65.9,91.9,3.57,57.2,25.9
2023-06-07,1,SYNTHETIC,13,8,18,25,4785.3,294.6,2811.8,1512.9,5079.9,4324.7,9404.6,36986.0,53000,69.8,82.5,5.99,84.7,24.8
2023-06-08,1,SYNTHETIC,7,10,14,27,4306.1,239.5,2547.2,1434.7,4545.5,3981.9,8527.4,34054.0,53000,64.3,77.3,3.62,67.3,29.0
2023-06-09,1,SYNTHETIC,10,9,14,32,4137.4,250.3,2306.7,1554.1,4387.7,3860.8,8248.5,38579.0,53000,72.8,87.2,6.14,72.5,27.6
2023-06-10,1,SYNTHETIC,14,8,13,39,4282.7,133.1,2550.8,1402.5,4415.8,3953.3,8369.1,39135.0,53000,73.8,73.3,4.03,59.6,34.0
2023-06-11,1,SYNTHETIC,10,16,13,28,4812.3,122.9,2975.3,1652.5,4935.2,4627.8,9563.0,33944.0,53000,64.0,90.4,2.88,90.0,27.5
2023-06-12,1,SYNTHETIC,10,8,14,39,4332.3,195.4,2362.6,1252.7,4527.7,3615.3,8143.0,30590.0,53000,57.7,85.9,3.24,92.2,28.2
2023-06-13,1,SYNTHETIC,13,10,15,33,3886.8,182.8,2162.6,1710.5,4069.6,3873.1,7942.7,32773.0,53000,61.8,80.3,5.07,71.1,24.3
2023-06-14,1,SYNTHETIC,8,7,14,22,4364.1,131.2,2632.8,1169.7,4495.3,3802.5,8297.8,36907.0,53000,69.6,79.9,6.97,68.2,28.3
2023-06-15,1,SYNTHETIC,13,12,9,39,4135.6,218.5,2048.2,1493.4,4354.2,3541.6,7895.8,40096.0,53000,75.7,84.0,6.01,62.5,29.1
2023-06-16,1,SYNTHETIC,3,11,10,29,3922.0,112.2,2207.5,1742.1,4034.2,3949.5,7983.7,35835.0,53000,67.6,78.0,5.21,81.1,22.5
2023-06-17,1,SYNTHETIC,14,10,14,26,4777.7,245.8,2692.5,1364.0,5023.5,4056.5,9080.0,37289.0,53000,70.4,82.5,4.13,81.7,21.5
2023-06-18,1,SYNTHETIC,15,16,15,34,4842.6,209.1,2631.3,1566.6,5051.6,4197.9,9249.5,38770.0,53000,73.2,90.0,4.47,60.5,22.9
2023-06-19,1,SYNTHETIC,15,18,14,11,4328.4,100.9,2538.8,1829.0,4429.4,4367.8,8797.2,37542.0,53000,70.8,84.5,5.62,59.5,26.3
2023-06-20,1,SYNTHETIC,12,12,14,33,4590.8,237.9,2741.5,1905.6,4828.6,4647.1,9475.7,41137.0,53000,77.6,82.1,4.68,75.1,22.0
2023-06-21,1,SYNTHETIC,10,10,10,21,4320.2,89.9,2432.2,1553.3,4410.1,3985.5,8395.6,35690.0,53000,67.3,86.3,5.29,69.5,25.4
2023-06-22,1,SYNTHETIC,11,14,17,17,4381.4,313.8,2348.8,1425.7,4695.2,3774.6,8469.7,37315.0,53000,70.4,72.5,3.5,68.4,26.2
2023-06-23,1,SYNTHETIC,9,13,12,33,3977.2,125.6,1832.9,1466.1,4102.8,3299.1,7401.8,32629.0,53000,61.6,86.2,6.13,78.1,25.6
2023-06-24,1,SYNTHETIC,14,10,16,11,4432.1,287.5,2977.2,1712.8,4719.6,4690.0,9409.6,37397.0,53000,70.6,79.5,6.36,84.6,25.5
2023-06-25,1,SYNTHETIC,16,16,12,30,4386.7,140.2,2698.8,1520.7,4526.9,4219.5,8746.3,37401.0,53000,70.6,87.6,4.84,84.4,30.3
2023-06-26,1,SYNTHETIC,10,12,13,25,4985.4,170.9,2850.1,1226.3,5156.3,4076.4,9232.7,38190.0,53000,72.1,74.3,4.9,80.3,23.9
2023-06-27,1,SYNTHETIC,16,13,14,29,4378.5,161.6,2707.5,1336.6,4540.1,4044.0,8584.1,36274.0,53000,68.4,79.6,5.13,75.5,23.6
2023-06-28,1,SYNTHETIC,5,14,13,19,4480.6,298.8,2529.6,1693.1,4779.4,4222.7,9002.1,38445.0,53000,72.5,80.9,5.42,74.1,29.8
2023-06-29,1,SYNTHETIC,15,13,12,19,4378.2,119.6,2668.7,1359.8,4497.8,4028.5,8526.3,33258.0,53000,62.8,83.4,5.37,67.2,23.7
2023-06-30,1,SYNTHETIC,7,13,12,21,3693.9,277.3,1937.0,1571.8,3971.3,3508.8,7480.0,36980.0,53000,69.8,85.9,3.86,85.2,25.3
2023-07-01,1,SYNTHETIC,13,15,12,43,4272.7,136.7,2612.3,1312.4,4409.4,3924.7,8334.0,35145.0,53000,66.3,82.4,5.11,63.5,31.0
2023-07-02,1,SYNTHETIC,9,10,13,27,4376.5,288.1,2656.7,1209.3,4664.5,3866.0,8530.6,40464.0,53000,76.3,88.2,6.1,78.8,26.3
2023-07-03,1,SYNTHETIC,6,11,12,32,4197.6,255.0,2377.4,1428.3,4452.6,3805.7,8258.3,40415.0,53000,76.3,74.7,4.39,74.5,29.2
2023-07-04,1,SYNTHETIC,12,17,13,31,4164.4,201.1,2117.6,1676.0,4365.6,3793.6,8159.1,27521.0,53000,51.9,87.3,2.36,77.7,23.6
2023-07-05,1,SYNTHETIC,8,12,15,20,3926.4,166.2,2212.4,1582.4,4092.5,3794.8,7887.4,37558.0,53000,70.9,84.7,6.92,51.8,23.8
2023-07-06,1,SYNTHETIC,10,17,15,17,3943.2,119.2,2246.8,1600.0,4062.4,3846.7,7909.1,36664.0,53000,69.2,75.0,4.24,72.5,23.1
2023-07-07,1,SYNTHETIC,8,10,11,33,2880.0,130.4,1986.0,884.0,3010.4,2870.1,5880.5,36656.0,53000,69.2,88.9,4.44,80.9,22.8
2023-07-08,1,SYNTHETIC,16,16,18,30,4364.9,239.4,2501.2,1563.4,4604.3,4064.6,8668.9,38591.0,53000,72.8,82.5,4.74,78.9,29.7
2023-07-09,1,SYNTHETIC,14,7,14,29,3939.6,149.7,2153.3,1595.8,4089.3,3749.1,7838.4,34139.0,53000,64.4,70.6,4.61,83.1,28.1
2023-07-10,1,SYNTHETIC,13,9,14,29,4070.9,299.9,2356.7,1387.5,4370.8,3744.2,8115.0,32410.0,53000,61.2,79.9,3.92,78.7,25.3
2023-07-11,1,SYNTHETIC,11,14,12,27,4055.3,271.8,2344.8,1269.6,4327.1,3614.3,7941.5,36721.0,53000,69.3,82.5,5.13,74.5,31.1
2023-07-12,1,SYNTHETIC,17,8,15,20,4628.8,164.1,2926.6,1411.3,4792.9,4337.9,9130.8,35972.0,53000,67.9,79.1,3.36,73.6,19.5
2023-07-13,1,SYNTHETIC,8,9,15,36,4382.8,253.9,2647.2,1158.8,4636.6,3806.0,8442.7,35193.0,53000,66.4,78.0,4.41,52.8,29.7
2023-07-14,1,SYNTHETIC,18,10,17,9,3600.8,117.3,2173.1,1230.1,3718.1,3403.2,7121.3,35199.0,53000,66.4,80.8,3.25,80.1,23.5
2023-07-15,1,SYNTHETIC,13,9,11,26,4318.8,235.5,2409.6,1205.8,4554.4,3615.3,8169.7,39431.0,53000,74.4,81.2,4.8,60.9,28.3
2023-07-16,1,SYNTHETIC,11,8,14,30,4079.2,125.4,2392.3,1521.8,4204.6,3914.1,8118.7,35918.0,53000,67.8,83.1,5.86,65.3,25.6
2023-07-17,1,SYNTHETIC,12,11,18,22,4254.7,149.2,2487.5,1743.2,4403.9,4230.7,8634.7,35885.0,53000,67.7,75.3,5.18,72.8,26.6
2023-07-18,1,SYNTHETIC,15,11,12,22,4531.5,124.9,3006.4,1617.9,4656.5,4624.3,9280.8,37878.0,53000,71.5,83.3,5.33,96.7,32.3
2023-07-19,1,SYNTHETIC,11,10,11,20,4906.2,219.6,2562.1,1762.1,5125.8,4324.2,9450.0,34712.0,53000,65.5,82.7,4.64,74.9,26.2
2023-07-20,1,SYNTHETIC,20,10,14,27,4172.2,256.1,2502.4,1434.5,4428.3,3936.9,8365.2,34166.0,53000,64.5,86.0,3.37,70.3,25.5
2023-07-21,1,SYNTHETIC,11,6,10,22,3813.4,85.0,1991.1,1485.2,3898.5,3476.2,7374.7,38136.0,53000,72.0,85.7,4.1,78.8,24.6
2023-07-22,1,SYNTHETIC,14,9,15,19,3738.7,177.0,2116.3,1504.3,3915.7,3620.6,7536.4,34214.0,53000,64.6,85.5,2.71,88.0,26.7
2023-07-23,1,SYNTHETIC,13,17,11,28,4377.0,327.6,2837.8,1226.9,4704.5,4064.7,8769.2,36271.0,53000,68.4,80.0,3.94,73.5,26.8
2023-07-24,1,SYNTHETIC,12,10,11,14,4108.0,226.4,2348.4,1753.5,4334.4,4101.9,8436.3,39957.0,53000,75.4,82.6,5.78,64.1,29.5
2023-07-25,1,SYNTHETIC,9,10,14,24,4537.2,252.9,2673.2,1382.9,4790.2,4056.1,8846.3,32435.0,53000,61.2,88.1,2.97,74.3,30.7
2023-07-26,1,SYNTHETIC,11,13,15,30,3937.2,274.4,2302.6,1364.4,4211.6,3667.0,7878.6,33208.0,53000,62.7,77.9,2.77,73.0,31.7
2023-07-27,1,SYNTHETIC,12,16,12,33,3856.9,225.1,2850.7,1225.5,4081.9,4076.2,8158.2,36867.0,53000,69.6,78.2,6.38,79.2,26.7
2023-07-28,1,SYNTHETIC,8,11,12,28,3553.7,125.4,2181.8,1143.6,3679.1,3325.5,7004.6,31770.0,53000,59.9,71.7,4.11,60.3,33.2
2023-07-29,1,SYNTHETIC,9,11,13,21,4153.6,130.5,2240.5,1220.3,4284.1,3460.8,7744.9,38496.0,53000,72.6,72.8,5.81,70.4,27.8
2023-07-30,1,SYNTHETIC,17,21,15,15,3850.4,252.2,2109.1,1697.7,4102.6,3806.7,7909.3,36034.0,53000,68.0,80.6,3.92,63.8,29.8
2023-07-31,1,SYNTHETIC,19,14,10,22,3648.6,95.5,2453.0,1231.6,3744.1,3684.6,7428.7,36457.0,53000,68.8,78.2,3.98,80.6,27.1
2023-08-01,1,SYNTHETIC,16,16,13,36,4097.4,294.0,1935.5,1527.9,4391.4,3463.3,7854.7,37971.0,53000,71.6,70.8,5.23,74.2,29.0
2023-08-02,1,SYNTHETIC,13,10,15,41,4597.3,96.7,2317.0,1870.2,4694.0,4187.2,8881.2,37556.0,53000,70.9,77.0,3.8,63.2,28.5
2023-08-03,1,SYNTHETIC,13,8,12,29,3771.0,174.9,2162.6,1400.6,3946.0,3563.2,7509.2,38301.0,53000,72.3,77.8,3.95,61.9,23.4
2023-08-04,1,SYNTHETIC,21,11,11,35,3350.9,194.4,2138.5,1043.9,3545.3,3182.4,6727.7,41365.0,53000,78.0,86.4,5.02,62.9,27.8
2023-08-05,1,SYNTHETIC,11,12,15,35,3847.7,209.9,2279.3,1706.4,4057.5,3985.8,8043.3,36983.0,53000,69.8,80.0,6.49,58.2,24.2
2023-08-06,1,SYNTHETIC,13,19,14,21,4386.4,161.7,2487.7,1543.4,4548.2,4031.0,8579.2,37186.0,53000,70.2,83.1,6.55,70.9,24.7
2023-08-07,1,SYNTHETIC,11,7,14,36,4332.4,293.4,2467.7,1313.6,4625.8,3781.3,8407.1,37364.0,53000,70.5,75.1,4.16,75.8,28.8
2023-08-08,1,SYNTHETIC,12,5,13,21,3725.3,236.3,2312.8,1457.8,3961.6,3770.6,7732.2,34139.0,53000,64.4,82.8,3.56,85.5,22.1
2023-08-09,1,SYNTHETIC,15,14,11,43,3875.8,228.0,2298.6,1510.1,4103.8,3808.7,7912.5,37764.0,53000,71.3,72.1,5.88,66.1,25.2
2023-08-10,1,SYNTHETIC,11,8,11,24,3816.8,184.4,2290.6,1291.1,4001.2,3581.8,7583.0,35768.0,53000,67.5,83.9,5.42,90.0,32.6
2023-08-11,1,SYNTHETIC,10,11,15,9,3431.6,122.0,1939.3,1299.6,3553.6,3238.9,6792.5,40325.0,53000,76.1,80.9,6.51,67.1,32.5
2023-08-12,1,SYNTHETIC,10,6,14,24,4197.1,168.8,2039.3,1667.9,4365.9,3707.2,8073.1,35488.0,53000,67.0,74.9,2.24,65.0,26.3
2023-08-13,1,SYNTHETIC,18,9,14,19,3955.6,113.1,2168.8,1501.0,4068.7,3669.8,7738.5,36662.0,53000,69.2,72.0,3.82,68.6,30.9
2023-08-14,1,SYNTHETIC,9,14,14,32,3585.3,244.4,2339.0,1434.3,3829.8,3773.3,7603.1,38882.0,53000,73.4,83.0,5.89,88.7,27.8
2023-08-15,1,SYNTHETIC,14,9,11,30,4252.1,293.0,2732.4,1337.0,4545.1,4069.4,8614.5,34935.0,53000,65.9,81.9,5.79,80.9,27.0
2023-08-16,1,SYNTHETIC,15,11,13,27,3966.3,173.8,2273.7,1466.4,4140.1,3740.1,7880.2,36201.0,53000,68.3,73.5,6.17,67.6,28.4
2023-08-17,1,SYNTHETIC,11,10,14,21,3905.9,110.5,2536.0,1182.0,4016.4,3717.9,7734.3,38373.0,53000,72.4,76.7,5.17,62.5,23.4
2023-08-18,1,SYNTHETIC,4,16,12,10,3484.6,214.5,2159.5,1025.3,3699.1,3184.8,6884.0,37341.0,53000,70.5,84.7,6.04,91.7,31.0
2023-08-19,1,SYNTHETIC,8,8,12,27,3931.1,254.8,2296.2,1209.1,4185.8,3505.2,7691.1,26596.0,53000,50.2,89.5,3.31,76.3,29.4
2023-08-20,1,SYNTHETIC,15,17,15,12,4063.1,232.0,2178.7,1297.6,4295.1,3476.3,7771.4,36358.0,53000,68.6,81.1,4.69,69.6,28.5
2023-08-21,1,SYNTHETIC,17,10,11,6,3989.9,191.9,2329.4,1386.4,4181.8,3715.8,7897.6,41352.0,53000,78.0,78.4,4.88,75.7,29.1
2023-08-22,1,SYNTHETIC,12,15,15,24,3702.2,203.0,2315.2,1229.1,3905.1,3544.4,7449.5,39417.0,53000,74.4,85.1,5.49,76.1,26.2
2023-08-23,1,SYNTHETIC,9,9,11,14,4121.7,302.4,2636.2,1527.5,4424.0,4163.6,8587.7,38011.0,53000,71.7,75.5,4.97,69.0,27.8
2023-08-24,1,SYNTHETIC,11,11,12,28,3729.9,165.8,2337.9,1204.9,3895.7,3542.8,7438.5,37140.0,53000,70.1,75.5,5.54,69.2,30.5
2023-08-25,1,SYNTHETIC,11,13,17,27,3474.0,239.5,2159.5,1062.7,3713.4,3222.2,6935.6,32655.0,53000,61.6,76.9,5.17,83.8,25.7
2023-08-26,1,SYNTHETIC,4,19,14,34,3799.0,98.1,2057.0,1265.0,3897.2,3322.0,7219.2,36480.0,53000,68.8,77.3,3.31,67.2,28.0
2023-08-27,1,SYNTHETIC,7,16,15,33,3977.3,298.1,2734.7,1236.9,4275.3,3971.6,8247.0,35234.0,53000,66.5,82.6,6.39,78.7,26.0
2023-08-28,1,SYNTHETIC,16,11,12,42,3667.1,182.6,2072.8,1523.3,3849.8,3596.1,7445.8,35676.0,53000,67.3,80.9,5.73,80.8,29.1
2023-08-29,1,SYNTHETIC,8,9,13,46,3719.7,245.9,2166.1,1717.7,3965.6,3883.8,7849.4,33932.0,53000,64.0,81.7,6.28,59.6,30.6
2023-08-30,1,SYNTHETIC,12,13,16,27,3804.6,229.5,2612.6,1133.5,4034.1,3746.0,7780.1,39503.0,53000,74.5,82.4,6.03,76.8,32.1
2023-08-31,1,SYNTHETIC,6,15,14,20,3983.6,95.3,2212.0,1029.2,4078.9,3241.2,7320.1,29576.0,53000,55.8,73.9,4.74,77.8,30.6
2023-09-01,1,SYNTHETIC,10,13,16,25,3157.4,135.4,2070.4,947.7,3292.8,3018.1,6310.9,32551.0,53000,61.4,69.7,5.35,69.2,29.7
2023-09-02,1,SYNTHETIC,13,7,13,19,3645.7,268.4,1867.2,1369.6,3914.1,3236.9,7151.0,35748.0,53000,67.4,85.4,4.54,79.4,27.8
2023-09-03,1,SYNTHETIC,10,15,14,31,4205.8,277.0,2318.5,1765.8,4482.8,4084.2,8567.1,30956.0,53000,58.4,83.5,5.44,73.9,21.3
2023-09-04,1,SYNTHETIC,13,13,12,26,3614.4,156.1,2383.2,1189.7,3770.5,3573.0,7343.5,34727.0,53000,65.5,79.6,4.74,69.9,23.4
2023-09-05,1,SYNTHETIC,12,7,13,40,3940.2,122.0,2247.7,1478.8,4062.1,3726.6,7788.7,38103.0,53000,71.9,81.6,4.77,81.3,31.7
2023-09-06,1,SYNTHETIC,15,13,15,31,3899.3,85.8,2672.2,1290.8,3985.0,3962.9,7948.0,37231.0,53000,70.2,86.3,4.19,54.9,28.3
2023-09-07,1,SYNTHETIC,19,9,9,29,3704.3,198.3,2581.8,1222.6,3902.5,3804.4,7707.0,31892.0,53000,60.2,82.4,4.09,90.4,25.5
2023-09-08,1,SYNTHETIC,9,16,14,22,3259.4,151.4,2052.3,1137.6,3410.8,3189.9,6600.7,34843.0,53000,65.7,79.2,4.89,65.7,25.8
2023-09-09,1,SYNTHETIC,14,11,11,22,4157.5,202.3,2907.6,1310.8,4359.8,4218.3,8578.2,32658.0,53000,61.6,63.2,3.83,85.8,29.1
2023-09-10,1,SYNTHETIC,11,13,13,26,3655.2,160.2,2348.2,1155.6,3815.4,3503.8,7319.2,38041.0,53000,71.8,76.4,5.64,60.0,26.5
2023-09-11,1,SYNTHETIC,13,17,12,31,3994.3,201.1,2103.9,1504.4,4195.5,3608.3,7803.7,40920.0,53000,77.2,67.5,5.49,63.9,32.2
2023-09-12,1,SYNTHETIC,13,12,11,18,3996.4,136.9,2174.0,1674.8,4133.3,3848.8,7982.2,39642.0,53000,74.8,90.2,4.19,80.4,25.6
2023-09-13,1,SYNTHETIC,7,11,17,20,3834.9,238.2,1908.6,1546.1,4073.2,3454.6,7527.8,36543.0,53000,68.9,82.5,5.74,66.0,26.3
2023-09-14,1,SYNTHETIC,10,13,14,10,4159.6,250.4,2243.6,1551.7,4409.9,3795.3,8205.3,34080.0,53000,64.3,85.7,3.97,71.4,24.7
2023-09-15,1,SYNTHETIC,12,12,12,25,3766.9,230.5,2511.9,1225.1,3997.3,3737.0,7734.3,43030.0,53000,81.2,81.2,5.27,71.7,26.4
2023-09-16,1,SYNTHETIC,15,13,14,31,4102.5,170.0,2120.1,1593.7,4272.5,3713.8,7986.3,36720.0,53000,69.3,72.8,4.64,53.0,28.5
2023-09-17,1,SYNTHETIC,19,14,18,18,3734.2,226.1,2620.2,1327.9,3960.3,3948.0,7908.3,37837.0,53000,71.4,79.5,4.13,66.4,24.8
2023-09-18,1,SYNTHETIC,11,15,10,26,3470.5,255.1,1988.4,1376.2,3725.6,3364.7,7090.2,34847.0,53000,65.7,81.9,6.05,77.5,28.9
2023-09-19,1,SYNTHETIC,10,15,11,32,3868.6,284.8,2203.1,1562.5,4153.4,3765.6,7919.0,32940.0,53000,62.2,82.1,5.43,77.8,24.6
2023-09-20,1,SYNTHETIC,10,15,13,15,4476.8,107.6,2243.1,1392.8,4584.3,3635.9,8220.2,38708.0,53000,73.0,77.3,5.06,69.2,31.2
2023-09-21,1,SYNTHETIC,15,9,11,24,3834.1,93.4,2543.7,1144.8,3927.5,3688.6,7616.1,36368.0,53000,68.6,70.5,4.63,81.7,25.6
2023-09-22,1,SYNTHETIC,13,14,13,40,3508.1,113.5,1946.3,1137.4,3621.6,3083.7,6705.3,32384.0,53000,61.1,75.3,3.92,68.5,24.3
2023-09-23,1,SYNTHETIC,8,14,12,25,4041.3,189.4,2239.9,1155.2,4230.7,3395.1,7625.9,33462.0,53000,63.1,84.0,3.01,66.8,23.2
2023-09-24,1,SYNTHETIC,9,7,14,31,3886.2,258.9,2459.4,1321.7,4145.1,3781.1,7926.2,35579.0,53000,67.1,82.4,5.69,91.5,27.9
2023-09-25,1,SYNTHETIC,12,13,14,26,3968.9,128.7,2540.9,1179.4,4097.6,3720.3,7817.9,35206.0,53000,66.4,80.1,2.63,77.8,29.3
2023-09-26,1,SYNTHETIC,11,8,12,12,4500.4,126.0,2101.5,1640.1,4626.4,3741.6,8368.0,33045.0,53000,62.3,75.2,3.92,66.9,24.9
2023-09-27,1,SYNTHETIC,6,8,12,21,4219.7,131.5,2496.0,1076.2,4351.2,3572.2,7923.4,38720.0,53000,73.1,77.7,4.77,59.1,26.6
2023-09-28,1,SYNTHETIC,20,13,13,26,3559.0,266.0,2415.0,1367.5,3825.0,3782.6,7607.6,31724.0,53000,59.9,83.1,3.85,57.1,25.2
2023-09-29,1,SYNTHETIC,19,15,14,46,3135.3,176.3,1956.0,869.8,3311.6,2825.8,6137.4,35534.0,53000,67.0,86.9,4.04,83.9,28.1
2023-09-30,1,SYNTHETIC,21,11,17,24,4065.2,223.0,2060.3,1562.0,4288.2,3622.3,7910.5,32273.0,53000,60.9,87.2,3.83,88.2,25.6
2023-10-01,1,SYNTHETIC,15,14,20,26,4147.1,142.7,2498.3,1121.5,4289.8,3619.8,7909.5,34926.0,53000,65.9,86.8,4.76,68.9,24.8
2023-10-02,1,SYNTHETIC,13,12,14,3,3814.8,196.9,2334.3,1122.8,4011.7,3457.1,7468.8,32990.0,53000,62.2,83.4,5.56,73.8,26.6
2023-10-03,1,SYNTHETIC,17,14,16,35,4157.7,126.2,2614.3,1173.8,4283.9,3788.1,8072.0,36860.0,53000,69.5,91.7,6.14,78.5,25.9
2023-10-04,1,SYNTHETIC,17,11,14,19,3467.8,120.9,1893.6,1531.2,3588.6,3424.8,7013.4,38364.0,53000,72.4,73.6,4.91,89.5,24.0
2023-10-05,1,SYNTHETIC,11,10,13,22,4010.5,181.8,2325.0,1510.1,4192.3,3835.0,8027.3,35538.0,53000,67.1,74.0,4.93,81.6,28.1
2023-10-06,1,SYNTHETIC,14,6,12,24,3320.6,201.6,2130.6,979.0,3522.1,3109.6,6631.7,33274.0,53000,62.8,84.4,5.62,79.5,26.6
2023-10-07,1,SYNTHETIC,11,8,15,31,3547.5,169.4,2252.7,1096.7,3716.9,3349.4,7066.3,34756.0,53000,65.6,78.5,4.36,76.4,21.7
2023-10-08,1,SYNTHETIC,17,14,13,19,3706.9,183.5,2382.6,1214.3,3890.4,3596.8,7487.2,34442.0,53000,65.0,87.7,4.24,84.1,27.8
2023-10-09,1,SYNTHETIC,11,10,11,15,4322.4,221.5,2216.3,1519.2,4543.9,3735.4,8279.3,32761.0,53000,61.8,86.5,3.15,87.5,25.9
2023-10-10,1,SYNTHETIC,19,10,15,32,3554.2,219.3,2265.7,1107.7,3773.5,3373.5,7146.9,37573.0,53000,70.9,79.0,4.39,75.3,28.0
2023-10-11,1,SYNTHETIC,9,12,11,20,4197.5,193.8,2373.1,1288.5,4391.3,3661.5,8052.9,35656.0,53000,67.3,78.9,5.34,62.6,24.0
2023-10-12,1,SYNTHETIC,17,14,14,25,4015.0,108.9,2497.5,1452.9,4123.9,3950.4,8074.3,32705.0,53000,61.7,81.9,1.98,70.1,20.9
2023-10-13,1,SYNTHETIC,8,9,12,34,3032.5,192.8,1920.7,1005.6,3225.3,2926.3,6151.6,28858.0,53000,54.4,77.8,4.6,75.3,24.8
2023-10-14,1,SYNTHETIC,10,10,13,20,3763.4,217.9,2423.2,1156.1,3981.3,3579.3,7560.6,31913.0,53000,60.2,79.3,3.31,55.9,21.3
2023-10-15,1,SYNTHETIC,11,14,14,24,3732.4,136.8,2373.4,1017.5,3869.2,3390.8,7260.1,35994.0,53000,67.9,83.9,4.37,70.5,24.8
2023-10-16,1,SYNTHETIC,10,12,15,29,4075.6,127.3,2476.8,1208.7,4202.9,3685.5,7888.5,39782.0,53000,75.1,84.7,5.36,85.6,29.9
2023-10-17,1,SYNTHETIC,21,13,17,23,3931.2,189.3,2113.6,1428.3,4120.6,3541.8,7662.4,33877.0,53000,63.9,79.3,2.22,57.8,26.2
2023-10-18,1,SYNTHETIC,9,10,15,36,4163.7,192.1,2050.5,1409.7,4355.9,3460.2,7816.1,34176.0,53000,64.5,83.6,4.68,65.3,26.1
2023-10-19,1,SYNTHETIC,10,10,12,19,3804.8,109.3,2302.2,1417.2,3914.1,3719.4,7633.5,37183.0,53000,70.2,83.4,5.34,59.6,25.9
2023-10-20,1,SYNTHETIC,9,7,13,28,3286.8,208.4,1925.8,1180.4,3495.2,3106.3,6601.5,37531.0,53000,70.8,80.9,5.8,89.8,25.0
2023-10-21,1,SYNTHETIC,7,16,16,27,3320.4,174.4,2260.3,1128.4,3494.9,3388.7,6883.6,35409.0,53000,66.8,82.5,5.91,68.8,25.5
2023-10-22,1,SYNTHETIC,15,9,15,18,3887.9,110.8,2153.5,1064.2,3998.6,3217.8,7216.4,34472.0,53000,65.0,80.1,4.04,81.3,24.5
2023-10-23,1,SYNTHETIC,12,14,16,12,3541.9,179.7,2200.7,1385.7,3721.6,3586.4,7308.0,37023.0,53000,69.9,80.1,4.59,59.2,27.1
2023-10-24,1,SYNTHETIC,13,20,11,24,4528.3,170.1,2288.4,1444.1,4698.5,3732.5,8430.9,41049.0,53000,77.5,86.1,6.35,70.1,27.6
2023-10-25,1,SYNTHETIC,7,16,16,16,4039.1,161.0,2129.8,1602.3,4200.1,3732.0,7932.2,32557.0,53000,61.4,78.5,2.55,69.5,26.1
2023-10-26,1,SYNTHETIC,3,10,15,13,4025.5,285.1,2530.0,1188.2,4310.6,3718.2,8028.8,34387.0,53000,64.9,73.8,2.38,94.9,23.1
2023-10-27,1,SYNTHETIC,12,18,14,29,2849.5,204.3,1938.5,1053.7,3053.8,2992.2,6046.0,35480.0,53000,66.9,81.8,3.34,82.8,25.2
2023-10-28,1,SYNTHETIC,8,5,14,23,4274.3,169.0,2133.4,1597.9,4443.2,3731.4,8174.6,35750.0,53000,67.5,83.0,4.35,63.6,25.7
2023-10-29,1,SYNTHETIC,13,11,14,30,4474.3,259.7,2949.4,1434.5,4734.1,4383.8,9117.9,37007.0,53000,69.8,84.6,3.51,88.4,25.2
2023-10-30,1,SYNTHETIC,13,15,15,31,4566.7,125.8,2286.3,1437.9,4692.5,3724.2,8416.7,34924.0,53000,65.9,81.1,5.04,86.2,30.3
2023-10-31,1,SYNTHETIC,13,15,11,35,3712.2,184.9,2288.0,1504.8,3897.2,3792.8,7690.0,28903.0,53000,54.5,80.1,4.59,80.1,28.3
2023-11-01,1,SYNTHETIC,11,15,13,38,4461.3,224.0,2396.6,1400.4,4685.2,3797.0,8482.2,31572.0,53000,59.6,76.3,4.38,71.3,28.0
2023-11-02,1,SYNTHETIC,6,14,14,28,3764.3,110.7,1983.1,1419.4,3875.0,3402.6,7277.6,29950.0,53000,56.5,82.0,1.5,89.4,27.2
2023-11-03,1,SYNTHETIC,5,10,16,33,3598.6,107.4,2144.7,1155.2,3706.0,3300.0,7006.0,41044.0,53000,77.4,83.6,5.97,90.5,28.3
2023-11-04,1,SYNTHETIC,9,6,19,28,4198.8,305.5,2612.2,1362.3,4504.3,3974.5,8478.8,33056.0,53000,62.4,79.3,4.02,77.2,26.5
2023-11-05,1,SYNTHETIC,19,14,16,34,3227.4,176.8,1901.0,1322.2,3404.1,3223.3,6627.4,28750.0,53000,54.2,76.0,4.09,74.7,28.1
2023-11-06,1,SYNTHETIC,8,5,15,22,3347.3,209.7,2348.9,1098.7,3557.0,3447.6,7004.6,31237.0,53000,58.9,87.2,2.9,81.3,27.5
2023-11-07,1,SYNTHETIC,10,15,13,40,3923.8,127.3,2515.7,1506.9,4051.1,4022.6,8073.7,37812.0,53000,71.3,84.6,5.64,62.0,22.6
2023-11-08,1,SYNTHETIC,12,9,13,15,4336.8,231.9,2241.5,1586.1,4568.7,3827.6,8396.4,38658.0,53000,72.9,82.8,4.31,86.8,32.8
